id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
2818,1938-08-20,0,0.0743699647777658,0.3736445340707034,2200,9,1,0,0,588,645,0
2819,1953-04-30,1,0.0602046332592762,0.1836538945800567,2300,5,0,0,1,802,514,0
2820,1932-07-12,2,0.0310272864003253,0.3379313566509001,2500,4,1,0,0,644,728,0
2821,1981-10-17,2,0.0989517007695659,0.4169437111447786,2200,5,1,0,0,601,703,0
2822,1939-06-27,0,0.1294726966050982,0.3460494043956028,2000,4,2,0,0,537,551,0
2823,1962-01-30,0,0.0306247845788072,0.2760451298108169,2900,6,1,0,0,686,722,0
2825,1997-06-11,1,0.0829491496580445,0.424024341939456,2300,5,4,0,0,607,599,0
2829,1967-04-03,0,0.1275157647784434,0.4740856199660111,2100,4,3,0,0,805,658,0
2830,1936-04-28,0,0.0470654980342356,0.1882707061903361,2100,7,2,0,0,665,554,0
2831,1968-09-27,0,0.0182397111671392,0.2654364584195654,2400,5,1,0,0,556,794,0
2832,1946-04-11,0,0.007672525511538,0.2118887552569567,2700,1,4,0,0,786,571,0
2833,1942-09-01,0,0.0059601159523548,0.3522413187670456,2600,5,2,0,0,594,621,0
2835,1970-08-30,0,0.0611012088508921,0.5375442998727895,2600,5,0,0,0,830,638,0
2836,1978-09-30,0,0.0143109164446806,0.572239883414339,2600,4,3,0,0,608,526,0
2838,1947-10-11,1,0.0264464743544302,0.2761322835168338,2100,5,0,0,0,807,574,0
2839,1957-08-24,0,0.1417709117116798,0.4489565922166987,3000,1,5,0,0,693,546,0
2841,1954-10-23,2,0.0077997060775156,0.3122064867901532,2600,9,0,0,0,563,813,0
2842,1984-11-23,0,0.0334019265974798,0.4790703435868876,2300,2,2,0,0,544,523,0
2843,1965-09-06,0,0.0184793078282208,0.2259558388685313,2000,6,4,0,0,647,807,0
2844,1941-01-20,2,0.0012932806946871,0.3648772857056268,2200,5,3,1,0,764,693,0
2845,1937-08-09,0,0.0554182248035551,0.2422988091320214,2000,1,2,0,1,587,744,0
2846,1981-03-31,1,0.0108892110262874,0.3861400999689661,2000,3,2,0,0,811,805,0
2847,1997-09-20,0,0.0089732598679319,0.3841309231063902,3200,1,2,0,0,718,789,0
2848,1992-06-20,1,0.059737754077718,0.3195512569247596,2700,3,2,0,0,731,780,0
2851,1946-04-19,0,0.077846692473965,0.3730099773740309,2500,5,1,0,0,630,717,0
2856,1971-04-29,1,0.0015477768792302,0.2809103570795874,2000,7,1,0,1,640,746,0
2857,1949-07-05,0,0.0160362623384738,0.1245943099296221,2000,9,3,0,0,726,548,0
2858,1929-07-09,0,0.022139786225416,0.525450821240569,2000,4,6,0,1,604,633,0
2859,1928-10-13,1,0.1144169755677967,0.5603904973264378,2300,6,2,1,0,685,810,0
2860,1959-09-10,0,0.1022922742152086,0.2823529822189652,2000,7,1,0,0,649,668,0
2861,1948-03-08,0,0.0492019731938367,0.1375530643580885,2000,6,2,0,0,532,731,0
2863,1932-07-07,0,0.0344559365492915,0.3961048421353616,2000,7,2,0,0,674,743,0
2865,1981-03-26,1,0.140878418380666,0.3592143447669536,2000,4,2,1,0,724,750,0
2867,1944-02-06,0,0.1737262043029069,0.5134160059656608,2100,6,2,0,0,577,804,0
2870,1970-02-26,0,0.0096076170985109,0.230751139303135,2000,2,2,0,1,758,666,0
2871,1931-12-28,0,0.0173885500408134,0.2879615143171879,2000,3,3,0,0,680,801,0
2872,1948-04-27,0,0.1348593930187306,0.4437020279362201,2000,3,3,0,0,709,833,0
2873,1941-03-04,2,0.0254816498680903,0.1866361225010668,2000,0,3,0,0,731,803,0
2874,1971-08-31,0,0.1476743933112837,0.316959720692131,2200,2,0,0,0,562,689,0
2875,1996-04-17,2,0.1343687174190569,0.424932349165446,2000,5,0,0,1,707,827,0
2876,1981-09-27,0,0.0396998921106424,0.2684935371695107,2200,5,1,0,0,690,634,0
2877,1970-03-18,0,0.0287512156208699,0.2669113633524633,2100,9,0,0,0,558,763,0
2880,1970-10-11,3,0.0274489637235716,0.2894030370219319,2500,3,2,0,0,813,591,0
2882,1934-06-20,1,0.0398236984271224,0.3717280484141679,2400,4,1,0,0,639,564,0
2883,1978-10-22,0,0.0162428215168538,0.3407518747002508,2000,8,0,0,0,669,713,0
2885,1932-10-26,0,0.134031090716162,0.3892293734987515,2000,2,2,0,0,754,698,0
2886,1950-11-04,0,0.027084776003246,0.4059861823460358,2200,6,2,0,0,576,702,1
2887,1928-10-12,0,0.1324369492795945,0.2378027029022761,2000,10,4,0,0,753,565,0
2888,1978-07-13,1,0.0380352904524622,0.2054153777782518,2600,8,2,0,0,642,654,0
2889,1976-05-05,0,0.0180346977873742,0.2952105885852579,2100,10,1,0,0,789,596,0
2891,1988-07-14,0,0.0364672897889154,0.3667946272640169,2100,4,2,0,2,515,798,0
2892,1965-04-01,0,0.005136010578346,0.3576930293886197,2000,6,2,0,0,568,786,0
2893,1934-03-09,0,0.0110947123987586,0.2997766372983235,2600,7,2,0,0,800,672,0
2895,1949-07-02,0,0.0127056534754615,0.2590708111452587,3400,9,2,0,0,766,521,0
2896,1992-08-29,3,0.0713934506856789,0.1633310434125541,2100,8,1,0,0,540,595,0
2898,1993-07-21,1,0.0510227572735181,0.4796741416452122,2300,3,1,0,0,799,722,0
2899,1933-10-28,1,0.0571189583317535,0.3790451994431959,2500,6,3,0,1,538,595,1
2900,1968-04-20,1,0.0209595010526094,0.2885849157182825,2300,6,4,0,0,805,811,0
2901,1940-03-22,1,0.0117077793599044,0.5737565297489803,2000,7,5,0,0,577,820,0
2904,1966-03-07,0,0.0164633258820321,0.3935655595626846,2300,2,3,0,0,735,744,0
2905,1978-08-13,1,0.0063618240041368,0.4848358600490405,2000,7,1,0,0,568,661,1
2910,1979-08-22,1,0.0168476650836773,0.329770606554951,2000,2,0,0,0,773,764,0
2911,1980-04-24,0,0.0717054052242867,0.2477895023411402,2100,8,0,0,0,745,718,0
2912,1993-11-28,4,0.0500911853799834,0.2168866653843519,2000,2,4,0,0,562,721,0
2913,1961-09-18,0,0.0063254078010282,0.2363251890901009,2200,2,1,1,0,825,506,0
2914,1967-09-22,0,0.0050800519909669,0.3940724925549896,2300,4,2,0,0,745,661,0
2916,1988-02-04,0,0.1222693273009146,0.3524234903772324,2300,8,3,0,1,679,836,0
2917,1962-12-21,1,0.040346661624405,0.3883482098554019,2300,3,4,0,0,763,704,0
2918,1964-04-23,0,0.1169069856862621,0.4732297727667089,2300,5,2,0,0,673,656,0
2919,1952-03-10,1,0.0079820582392609,0.4026049030000376,2100,2,3,0,0,794,831,0
2920,1969-04-24,1,0.0142324257847348,0.5358188816798334,2500,6,2,0,1,525,604,0
2924,1954-01-13,0,0.0313391328985331,0.1931930994263546,2400,5,1,0,1,527,796,1
2925,1973-10-28,0,0.1887703751277175,0.1684789589104637,2000,6,1,0,0,540,733,0
2926,1945-08-02,0,0.0024705563043033,0.151342701969861,2400,7,3,0,0,718,573,0
2928,1941-05-01,0,0.0464050850459097,0.3310502556303294,2000,7,3,0,1,549,716,1
2929,1948-04-13,0,0.0051424214211682,0.2592875044457784,2000,3,3,0,0,808,727,0
2930,1932-12-02,0,0.0594646965083224,0.1830542935003705,2300,1,2,0,0,777,785,0
2931,1937-01-27,0,0.0072649160167816,0.4298175003277615,2000,8,1,0,0,521,803,1
2933,1964-10-23,0,0.0768228073952054,0.4271141995285138,3000,6,0,0,0,511,699,0
2935,1984-02-22,0,0.0597179929832069,0.1722622035636517,2200,4,2,0,0,590,517,0
2936,1978-01-15,0,0.000170314247852,0.5534242091438958,2100,6,0,1,0,707,823,0
2937,1933-01-17,0,0.0051464653781784,0.2371527629033417,2200,4,2,0,0,657,753,0
2942,1959-09-17,0,0.0061320997642883,0.3402793834420758,2000,6,1,0,0,630,505,0
2943,1961-05-18,1,0.082878678586885,0.2063927880419814,2500,8,2,0,0,533,513,1
2944,1931-09-24,1,0.146622946902424,0.4910769794601288,2500,4,0,0,0,559,764,0
2945,1937-10-23,1,0.0114197548472379,0.3323233292849382,2200,4,0,0,1,775,801,0
2946,1947-04-09,2,0.0036091676717967,0.1906614686009974,2100,6,2,0,0,602,825,0
2948,1930-09-22,1,0.065403773763456,0.3079442209586853,2700,2,2,0,0,743,606,0
2949,1941-10-26,0,0.0661688767762822,0.4704547323135843,2000,3,1,0,0,631,501,1
2950,1971-05-16,2,0.0128986163932262,0.3484627517773854,2300,3,4,0,0,815,576,1
2951,1986-11-22,0,0.0316147230242037,0.5030136886208563,2000,5,2,1,0,660,794,0
2953,1946-10-26,0,0.0706845735949012,0.1929843376049463,2000,4,3,0,0,546,667,1
2956,1961-11-15,1,0.0100576365300565,0.2696482027262425,2700,5,4,0,0,647,552,0
2957,1966-10-07,0,0.017065359853877,0.1887536386880274,2100,6,0,0,0,813,500,0
2958,1987-01-03,0,0.0134702652256259,0.3157853978006575,2000,7,1,0,0,717,672,0
2959,1981-06-06,0,0.1919874040325541,0.3465999765259946,3500,5,1,0,0,727,536,0
2960,1982-08-08,0,0.0867733247536406,0.5418956944298561,2000,3,2,1,0,695,614,0
2961,1998-11-13,0,0.1335362376776293,0.2572469656020004,2200,7,3,0,1,636,786,0
2962,1962-09-24,0,0.041258813447823,0.3814770744692524,2500,4,3,0,0,818,669,0
2964,1995-10-25,1,0.0537317458154141,0.2673073840005844,2000,2,2,0,0,825,772,0
2965,1953-02-14,0,0.001426127835382,0.1388430815105387,2300,6,2,0,0,704,528,0
2966,1941-08-20,0,0.0224436384036903,0.4331271090039544,2100,8,2,0,0,770,638,0
2967,1971-01-02,0,0.0693123370687903,0.3807430162240667,2000,5,1,0,0,708,571,1
2968,1983-11-29,0,0.2608517234818517,0.3361913035558546,2000,1,3,0,0,832,789,0
2969,1946-06-06,1,0.0868106668568909,0.1617163876524304,2400,8,0,0,0,564,573,0
2971,1938-12-22,0,0.1367698681787316,0.2663910628783998,2300,5,5,0,0,691,621,0
2973,1935-08-08,0,0.023080107194997,0.3646178608524261,2000,5,1,0,0,721,510,0
2974,1951-01-10,0,0.1555222570689534,0.2516233455475145,2900,7,1,0,1,653,716,0
2975,1954-01-24,0,0.0322132303352178,0.4708858515627682,2500,4,2,0,0,635,642,0
2976,1998-12-28,0,0.0028239433576667,0.306912762887447,2900,3,0,0,0,568,833,0
2977,1940-04-25,0,0.0363783864967975,0.3104291151592375,2000,2,0,0,0,513,737,1
2978,1953-08-24,0,0.0228668780272117,0.2928461281981673,2700,6,2,0,0,573,824,0
2979,1952-08-29,0,0.211486578465016,0.3392421557062443,2000,4,1,0,0,748,653,1
2980,1958-01-01,0,0.0321432351275427,0.1695195054755218,2200,6,0,0,0,706,639,1
2982,1980-08-19,1,0.0262268564679871,0.5660054386656909,2200,5,1,1,0,662,727,0
2983,1968-02-08,0,0.0337877249367466,0.361549809040494,2300,4,3,0,0,791,725,0
2984,1931-10-20,0,0.0470217997806351,0.4042214527990407,2000,4,2,0,0,501,805,0
2986,1983-06-13,0,0.078558280279719,0.2393436409228699,2000,0,1,0,2,586,780,0
2987,1986-03-19,0,0.0291929366126364,0.3572873478959242,2300,8,2,0,0,667,528,0
2988,1960-02-28,0,0.0371117214516694,0.3684718644794237,2000,5,4,0,0,787,566,0
2990,1942-06-24,1,0.0173170645690297,0.1917269982414736,2100,7,2,0,0,790,690,0
2991,1961-01-11,0,0.0182230039457214,0.3364279406509191,2500,0,5,0,0,696,802,0
2992,1973-10-06,0,0.0196440066570377,0.3415530184486462,2000,2,3,0,0,764,820,0
2993,1979-01-07,1,0.0861872271132848,0.1842049405339383,2000,1,3,0,0,813,593,0
2994,1960-02-22,0,0.0229725521446254,0.23002929434488,2000,6,1,0,0,752,749,0
2995,1980-01-03,0,0.1460953574138055,0.5160054925778809,2200,7,3,0,0,745,511,0
2996,1940-12-11,1,0.0651718908877437,0.2304953229312621,2400,4,2,0,0,646,763,0
2997,1991-09-26,1,0.1059908749237151,0.295852296016054,2300,7,2,0,0,692,731,0
2998,1986-03-30,1,0.0545917716106494,0.3671322333455736,2400,5,2,0,0,693,794,0
2999,1938-08-29,0,0.0110584166116602,0.3442158314266109,2300,3,1,0,0,722,541,0
3000,1941-08-05,0,0.0194809806343236,0.2088030457106569,2300,3,3,0,0,540,570,0
3001,1987-07-19,0,0.132434166559397,0.2853383786695704,2000,4,4,0,0,837,736,0
3002,1991-01-03,0,0.0019375447150394,0.4969004747329432,2200,5,1,0,0,686,782,0
3003,1943-11-14,3,0.0495943669246253,0.2157959897341821,2100,2,2,0,0,694,719,0
3004,1986-03-31,0,0.022841049183989,0.4045012195302981,2100,4,1,0,0,657,714,0
3005,1952-08-11,1,0.0133192348534497,0.1369239584299512,2300,2,3,0,0,513,767,0
3007,1946-09-21,1,0.0336410118556924,0.2659296373340853,2200,7,2,0,0,657,530,0
3009,1950-12-24,0,0.0254899351297807,0.3780959060828961,2900,3,0,0,0,728,809,0
3010,1928-11-10,0,0.0450198681784011,0.2112268016574954,3000,3,2,0,0,517,801,0
3012,1949-02-01,2,0.0430987113129401,0.2285615717462314,2000,10,1,0,2,765,829,0
3014,1991-12-24,1,0.0136351229049453,0.2059183145071705,2300,4,3,0,0,784,792,0
3015,1987-05-23,1,0.0361584653873414,0.2523375713159593,2000,3,0,0,0,680,600,0
3016,1970-11-09,1,0.0431720169606181,0.2627913457557604,2000,7,1,0,0,659,601,0
3018,1956-07-25,0,0.1192792842837138,0.2232067278493478,2500,3,0,0,0,534,809,0
3019,1968-05-14,0,0.0360644793964113,0.3387882164663654,2500,3,0,0,1,612,511,0
3021,1987-01-24,1,0.053011842037319,0.4108473732162419,2600,2,1,1,0,529,541,0
3022,1945-09-26,2,0.025150292515529,0.3370861668850106,2100,5,1,0,0,755,650,0
3025,1942-09-26,2,0.1532044334638655,0.56222125095478,2000,1,2,0,0,702,839,0
3027,1972-04-18,0,0.0359641382344032,0.553118774814506,2400,3,3,0,0,618,518,0
3028,1941-05-30,0,0.072831886515718,0.1920401308091678,2100,8,0,0,0,759,831,0
3029,1938-12-26,1,0.043582365842503,0.3412597422379699,2000,5,1,0,0,761,769,0
3031,1943-04-15,0,0.046166582896181,0.313786814652896,2000,2,0,0,2,501,770,0
3032,1988-10-08,2,0.0292474200962412,0.1936982254872461,3100,2,5,0,0,657,760,0
3033,1969-05-18,0,0.0481763290647356,0.5071889286162644,2400,5,4,0,0,526,781,0
3034,1995-11-16,1,0.1244439626080126,0.1372661858244502,2200,2,2,0,0,675,754,0
3035,1935-02-24,0,0.0739323390600272,0.4754532336017117,2000,5,2,0,0,647,739,0
3036,1929-05-14,0,0.050437469295494,0.305437054102785,2800,5,0,0,1,646,830,0
3037,1981-09-22,0,0.0617163279562171,0.4863675363751926,2100,1,0,0,1,835,656,0
3038,1976-12-22,0,0.0021956242465394,0.1830447726685503,2000,7,0,0,0,553,755,0
3040,1950-02-15,0,0.047059739370655,0.4874415752926103,2100,2,3,0,0,548,558,0
3043,1937-12-03,0,0.0120974067452809,0.392362883652487,2300,5,1,0,0,720,592,1
3044,1939-07-02,2,0.0205980306742947,0.3372178509658846,2400,6,1,0,0,569,623,0
3045,1989-11-21,0,0.0095904141034993,0.344333563072182,2500,6,2,0,0,749,763,0
3046,1984-02-01,0,0.0075682959410712,0.4109199702196537,2100,8,2,0,0,655,587,0
3047,1935-12-19,1,0.0018418452732481,0.2314277819733014,2600,7,4,0,0,642,524,1
3049,1939-04-24,1,0.0229565010647129,0.3239952377157755,2700,5,2,0,0,547,635,0
3050,1957-10-03,0,0.011011025987445,0.3774404203563777,2100,4,5,0,0,644,569,0
3051,1975-08-06,3,0.1122764321541403,0.4210318175721121,2200,3,1,0,0,820,567,1
3052,1988-07-05,0,0.0487695182462345,0.4278799951481946,2000,5,2,0,0,732,500,1
3053,1985-04-13,1,0.0164901008104877,0.2646645091259667,2600,7,3,0,1,821,550,0
3054,1938-05-25,0,0.0090894374511512,0.563630700624211,2200,5,4,0,0,752,629,0
3056,1967-10-20,1,0.0305694987494423,0.3498361819599517,2700,4,3,0,0,532,797,0
3058,1945-12-16,1,0.0183951327813425,0.4569287048083282,2300,1,0,0,0,573,772,0
3059,1964-02-25,0,0.0686209057267604,0.1818619007188553,2600,4,6,0,0,641,575,0
3060,1986-10-14,1,0.0284583924309232,0.3436260574142686,2100,7,2,0,0,501,618,0
3061,1984-12-18,0,0.0623410330194192,0.2374444886792107,2400,4,2,0,0,760,702,0
3063,1960-07-18,0,0.0897305142541456,0.2679515308398254,2300,3,1,0,0,784,646,0
3064,1951-02-04,0,0.2101395256461491,0.2537697538904041,2200,2,1,2,0,772,517,0
3065,1943-02-26,0,0.0396979262056025,0.1811225724267529,2300,5,2,0,0,711,551,0
3066,1984-03-09,0,0.2091843575791503,0.2803626927272351,2400,2,0,0,0,749,526,1
3067,1963-08-26,0,0.0183662217721173,0.1848435603097364,2000,2,2,0,0,646,619,0
3069,1986-05-03,0,0.2147023377121327,0.4564454855720842,2100,2,4,0,0,804,809,0
3070,1932-08-18,2,0.0544947694503261,0.4264885559018244,2600,1,2,0,0,688,617,0
3071,1950-01-07,0,0.0119412790525225,0.3002527885603124,2200,2,3,0,0,753,593,0
3072,1955-03-28,1,0.0021277135842103,0.3338414696426912,2300,2,2,0,0,591,566,0
3075,1974-06-05,0,0.0005569230479065,0.3112252900899424,2300,9,1,0,0,530,620,0
3076,1940-10-19,0,0.0412160064125882,0.2249855386453686,2400,2,2,0,0,684,623,0
3077,1981-10-05,0,0.0729985416267243,0.3289245439437093,2200,6,2,0,0,515,827,0
3078,1980-08-05,1,0.0610699948298625,0.252219133576429,2500,4,5,0,0,564,560,0
3080,1932-02-27,0,0.0037214880791973,0.1942344340985192,2300,5,2,0,0,637,580,0
3081,1953-07-31,0,0.0268039799113897,0.3042271163496863,3300,5,2,0,0,523,780,0
3082,1984-09-28,0,0.0052490189569479,0.2499127523698284,2300,7,3,0,0,592,834,0
3083,1972-06-14,0,0.0501347930195524,0.4554068743302486,2200,4,1,0,0,695,781,0
3084,1938-02-19,0,0.066750094199106,0.3916980392288757,2300,9,1,0,0,557,803,0
3085,1959-12-22,1,0.0578612398668085,0.4777859667495936,2200,5,4,0,0,668,619,0
3086,1948-10-06,1,0.0056708474449065,0.2305825878189526,2300,6,2,0,0,807,638,0
3087,1991-01-15,1,0.0624617974347817,0.430988504848334,2300,8,4,0,0,557,614,0
3088,1965-12-02,0,0.066664902843685,0.4596663191334325,2700,4,3,0,0,787,528,0
3089,1954-06-21,0,0.0310680113765726,0.2923403290361658,3000,3,2,0,1,765,682,0
3090,1993-04-25,0,0.1041233585484759,0.4086968464453996,2400,4,4,0,0,559,796,0
3091,1985-05-22,0,0.0053903209225543,0.2030154347189975,2100,12,2,1,0,573,505,0
3092,1977-11-06,0,0.0158116462597728,0.2417561715204282,2100,3,2,0,1,622,520,1
3095,1970-12-13,0,0.040334129022679,0.5088788926247021,2000,4,2,0,0,814,666,0
3097,1974-02-04,0,0.0053513530164357,0.3423252779073876,2000,8,3,0,0,628,787,0
3098,1953-12-21,0,0.0074538318371935,0.4856819363051343,2200,8,2,0,0,569,580,0
3100,1930-12-05,0,0.0519933443639241,0.4981127111751433,2300,9,1,0,0,756,790,0
3102,1977-03-23,0,0.0057880345479459,0.2107997979984888,2100,8,0,0,0,746,514,0
3103,1938-10-10,0,0.0198901612316594,0.3986865098468485,2000,2,3,0,0,568,573,0
3104,1957-04-01,2,0.0069834138647017,0.2423735389726684,2700,10,3,0,0,660,548,0
3105,1935-09-15,1,0.0470493960690148,0.3692639029804611,2200,4,1,0,0,556,686,0
3106,1970-08-30,1,0.01883666886885,0.3510145051910777,2200,6,2,0,0,724,580,0
3108,1979-11-13,1,0.0035108582548458,0.3990846376758526,2400,3,2,0,1,655,834,0
3109,1993-04-11,0,0.0215850066473572,0.2100585776022153,2400,4,1,0,0,598,704,0
3111,1936-07-18,2,0.1829649456615939,0.1969458276145543,2000,4,2,1,0,530,542,1
3113,1929-06-02,0,0.0662380109294508,0.3702037975164247,2100,7,2,0,0,572,538,1
3115,1985-08-14,0,0.0856938529524024,0.1307792955858908,2100,6,3,0,0,791,608,0
3116,1947-07-03,1,0.0715108808662849,0.3894605798735603,2000,2,1,0,0,833,793,0
3117,1951-05-05,0,0.0253279662637919,0.3482675156714589,2100,5,2,0,0,661,590,0
3118,1993-06-09,0,0.0576781788546128,0.3310768045311986,2500,5,2,0,0,782,660,0
3119,1966-10-08,0,0.0109040335302315,0.4403606684126253,2400,3,1,0,0,521,776,0
3120,1982-10-21,0,0.0225676548729159,0.2092948275973454,2000,2,2,0,0,832,647,0
3121,1958-03-13,0,0.0063106886489358,0.3438322964889175,2000,10,3,0,0,535,780,0
3124,1948-04-23,1,0.0381862368255953,0.2473406222871401,2000,7,0,0,0,719,644,0
3125,1969-02-10,0,0.038634849419604,0.2023242472540266,2000,5,2,0,0,521,528,0
3126,1965-12-12,2,0.0466250104918775,0.3066068223022419,2000,5,1,1,0,504,506,0
3127,1993-06-25,1,0.0407804531747889,0.3098482917360882,2000,5,0,0,0,820,521,0
3128,1966-09-21,1,0.1524571953728076,0.4475876791878491,3300,6,1,0,0,523,801,0
3129,1980-05-21,0,0.009777223833864,0.2271366526437267,2000,2,2,0,1,565,619,0
3131,1979-11-18,0,0.0012492737886148,0.4671131671773118,2700,3,2,0,0,839,569,0
3134,1955-11-05,1,0.0096623706996656,0.389229178526296,2500,6,2,0,0,817,593,0
3135,1991-01-18,0,0.0565614749594527,0.4658932927448222,2200,3,2,0,0,530,626,0
3136,1944-08-18,0,0.042134817049904,0.4242145434104893,2100,7,1,0,0,816,583,0
3137,1940-07-05,1,0.0136015022770625,0.4231486564504756,3100,3,2,0,2,512,794,0
3139,1932-03-07,0,0.0327025443562397,0.4793386984700311,2000,4,3,0,0,640,503,0
3140,1959-04-25,1,0.0184994878368664,0.2344514318746268,2000,7,0,0,0,756,654,0
3141,1934-11-09,0,0.0182526167183215,0.1769218155738787,2200,2,0,0,0,719,799,0
3142,1947-01-28,1,0.0421209384336336,0.3679484121234082,3100,6,6,0,0,744,538,0
3143,1949-06-26,0,0.0204744934340051,0.2901912847740232,2600,5,5,0,0,505,745,0
3144,1938-03-10,0,0.0256613483563991,0.2900184892573892,2100,3,2,0,0,579,527,0
3145,1953-12-14,0,0.2067993664977027,0.4035984608344758,2100,3,4,0,0,783,562,0
3147,1976-02-28,1,0.0052012030778551,0.3910780713695951,2900,6,1,0,0,735,540,0
3148,1967-01-24,1,0.0394257495378079,0.41568934801227,2000,4,2,0,0,675,741,0
3149,1954-09-24,0,0.0232029001111838,0.1735064007069433,2300,1,2,0,0,678,819,0
3150,1987-06-19,1,0.1090882677224752,0.3716162687780097,2000,1,2,0,0,520,818,0
3151,1984-09-05,0,0.030488087883057,0.3124794281055625,2100,4,4,0,0,756,806,0
3152,1977-03-27,0,0.0648201005258195,0.3115792103828806,2000,5,3,0,0,672,652,0
3154,1994-08-17,1,0.0167175192466998,0.4967418225250883,2300,5,2,0,0,724,537,0
3155,1998-07-04,1,0.0199325496138738,0.4952333556204152,2400,5,1,0,0,740,552,0
3156,1938-06-21,1,0.0204551947742642,0.3252979335432291,2000,4,2,0,0,738,778,0
3158,1992-10-27,1,0.0241060813570607,0.2372159878029325,2600,3,3,0,0,667,784,0
3159,1956-03-22,0,0.1631306798958455,0.3472611036006456,2000,7,0,0,2,526,641,1
3161,1998-12-04,1,0.0009330493813747,0.3136195747224786,2300,6,2,0,0,715,574,0
3162,1972-09-04,0,0.031971030644388,0.106292679139868,2200,3,3,0,1,828,607,0
3163,1933-06-06,0,0.0302913168686616,0.223474669041657,2000,2,1,1,0,633,687,0
3165,1982-09-24,0,0.0029542940605711,0.5488702192262874,2400,4,3,1,0,561,810,0
3167,1929-04-15,0,0.0047705576678107,0.3717729193880266,2100,4,2,1,0,699,606,0
3169,1951-06-25,0,0.0207431377233558,0.4520772427687269,2000,5,2,0,0,635,613,0
3170,1948-06-23,0,0.0035133485192647,0.4269475949546343,2100,4,2,0,0,680,676,0
3171,1958-12-14,1,0.0499860631220745,0.3054594263225262,2400,5,1,1,0,612,804,0
3172,1952-10-11,0,0.0382593903723577,0.4088992948729043,2100,5,2,0,0,739,823,0
3173,1959-09-28,0,0.0223139022668653,0.3236570083572474,2600,9,2,0,0,763,651,0
3174,1976-10-01,0,0.0570130893630232,0.4585999131507937,2100,5,1,0,0,686,713,0
3175,1974-06-25,1,0.0490715123060963,0.4187649225421848,2400,7,2,0,0,744,519,1
3176,1997-06-16,0,0.0411627477330584,0.3892897597760868,2100,4,3,0,0,535,743,0
3178,1941-04-22,0,0.0350402057676859,0.2467511428279169,3000,6,2,0,0,644,804,0
3179,1929-07-30,1,0.1323377847332043,0.2291215383703897,2600,5,4,0,0,801,696,0
3182,1995-05-04,2,0.0920317218832943,0.4139386772017887,2000,4,1,0,0,615,581,0
3183,1980-10-07,1,0.0217331775000721,0.2551802089590633,2000,5,6,0,0,836,718,0
3185,1966-07-16,0,0.0630792658393799,0.2846423177512296,2300,9,0,0,0,588,704,0
3186,1978-02-16,1,0.0532204891405104,0.0573759623514305,2000,1,0,0,0,679,821,0
3187,1984-04-20,1,0.0121501198328777,0.5308365770452351,2400,5,2,0,0,687,537,0
3188,1978-03-01,0,0.0019435292071093,0.2193437706484622,2400,6,2,0,0,545,667,0
3192,1964-07-23,0,0.1443057173404687,0.2744688861106399,2500,3,1,0,0,509,696,0
3193,1954-08-31,1,0.1018979481289241,0.4294314934569501,3200,2,5,0,0,762,620,0
3194,1998-03-17,1,0.0813139846231201,0.5955807641110982,2100,7,3,0,0,724,706,0
3195,1940-04-14,1,0.0623200379145628,0.4673725564946009,2200,7,1,0,0,837,744,0
3196,1972-11-30,0,0.0661537098299444,0.2857414289302619,2000,4,1,0,0,663,801,0
3197,1943-06-06,0,0.0304270083337896,0.2229481450674604,2400,6,3,0,0,559,628,0
3198,1937-12-06,0,0.031042646132816,0.6218271271878667,2200,2,5,0,0,681,671,0
3199,1974-05-08,0,0.0093252926827078,0.3610819251954704,2600,6,2,0,0,530,730,0
3200,1940-10-08,0,0.0175497856911917,0.3162190553247299,2300,6,2,0,0,718,821,0
3201,1984-06-11,1,0.007072679645894,0.3395622396398519,2300,4,1,0,0,696,818,0
3203,1956-06-19,0,0.1707495147838643,0.3453798657407818,2000,3,1,0,0,573,562,0
3204,1970-07-06,0,0.0142835158151055,0.414169270199051,2100,4,3,0,0,798,822,0
3205,1965-11-22,0,0.0050582296018926,0.3973480686148579,2000,3,1,0,0,642,690,0
3206,1954-10-02,0,0.177497126661286,0.2992997990358586,2200,6,2,0,0,602,589,0
3207,1978-02-05,1,0.197570655359795,0.3889942518826998,2500,5,1,0,0,658,744,0
3208,1935-04-06,0,0.0066316857394352,0.3662697341940151,2200,4,0,0,0,662,763,0
3209,1943-08-20,1,0.0555118783240633,0.2892113510422455,2100,4,4,0,0,781,640,0
3211,1954-05-03,0,0.1005940552848191,0.2995194482806782,2100,2,2,0,0,668,598,0
3213,1967-06-05,0,0.0458014245808182,0.4093151038242288,2000,4,2,0,0,594,822,0
3216,1952-01-24,0,0.1643427241632095,0.2031023508480289,2100,7,5,0,1,595,532,0
3218,1930-04-02,1,0.148474890146382,0.3254484898266728,2600,2,3,0,2,510,682,0
3219,1948-04-12,0,0.1032446517570034,0.2422858630332705,2000,8,0,2,0,503,547,1
3220,1929-07-20,2,0.0199530857699602,0.4121705183566366,2100,8,2,0,0,522,708,0
3221,1978-01-31,0,0.1671810163824138,0.3711130029189345,2300,4,3,0,1,634,747,0
3222,1996-02-25,1,0.0091661379490264,0.1675986246852112,3100,5,2,0,0,717,563,0
